Gene_id_NCBI	OrthologueCluster_ortho_cluster
2	EOG09260K77
854499	EOG09260K77
855687	EOG09260KCB
1	EOG09260KCB
2	EOG09260KCB
853155	EOG09260KCN
9	EOG09260KCN
2	EOG09260KCN
855245	EOG09260KCN
2	EOG09260KCW
853441	EOG09260KCW
853690	EOG09260KDB
9	EOG09260KDB
1	EOG09260KDB
2	EOG09260KDB
2	EOG09260KE2
9	EOG09260KE2
2541932	EOG09260KF0
2	EOG09260KF0
854070	EOG09260KGN
1	EOG09260KGN
855308	EOG09260KGN
2	EOG09260KGN
9	EOG09260KGS
853834	EOG09260KGS
2	EOG09260KGS
9	EOG09260KIY
1	EOG09260KIY
2	EOG09260KIY
854765	EOG09260KIY
2	EOG09260KJ2
852740	EOG09260KJ2
853727	EOG09260KM4
1	EOG09260KM4
855140	EOG09260KM4
2	EOG09260KM4
9	EOG09260KML
1	EOG09260KML
2	EOG09260KML
855275	EOG09260KNI
1	EOG09260KNI
2	EOG09260KNI
1	EOG09260KNR
853894	EOG09260KNR
2	EOG09260KNR
9	EOG09260KUC
2	EOG09260KUC
854386	EOG09260KUC
855395	EOG09260KWP
2	EOG09260KWP
1	EOG09260L0P
850544	EOG09260L0P
2	EOG09260L0P
856088	EOG09260L0P
2542498	EOG09260L2B
851646	EOG09260L2B
855303	EOG09260L2B
854872	EOG09260L2B
