Gene_id_NCBI;OrthologueCluster_ortho_cluster
853678;EOG09260CUY
851274;EOG09260CWO
855656;EOG09260CY1
854675;EOG09260CY1
850429;EOG09260CY1
852179;EOG09260CY3
852264;EOG09260D02
854634;EOG09260D02
853233;EOG09260D02
850464;EOG09260D02
855802;EOG09260D02
855803;EOG09260D02
852709;EOG09260D0L
853100;EOG09260D4L
853439;EOG09260D4L
855033;EOG09260D7U
850984;EOG09260D7V
850297;EOG09260D9K
855227;EOG09260DBG
856289;EOG09260DCF
854055;EOG09260DFH
854781;EOG09260DFJ
851610;EOG09260DFY
851609;EOG09260DFY
851608;EOG09260DFY
854899;EOG09260DI2
853230;EOG09260DKC
851013;EOG09260DKC
851671;EOG09260DP1
856212;EOG09260DUR
855978;EOG09260DUW
851885;EOG09260DXP
856132;EOG09260DZQ
852961;EOG09260E1R
851086;EOG09260E1R
850422;EOG09260E2O
850687;EOG09260E2Q
854666;EOG09260E7D
851311;EOG09260E8K
852321;EOG09260EA9
854020;EOG09260EAZ
850820;EOG09260EE7
850451;EOG09260EET
856781;EOG09260EGZ
854766;EOG09260EGZ
851261;EOG09260EOI
854063;EOG09260EPQ
853957;EOG09260EPS
851653;EOG09260EQD
853670;EOG09260ERO
855591;EOG09260ETR
852746;EOG09260EU1
853973;EOG09260EVZ
854650;EOG09260EVZ
853061;EOG09260EZT
850719;EOG09260F1L
852170;EOG09260F3E
851391;EOG09260FA7
850692;EOG09260FFP
850818;EOG09260FKU
856062;EOG09260FL2
851126;EOG09260FMW
856828;EOG09260FPA
855075;EOG09260FQ9
853790;EOG09260FQ9
850701;EOG09260FT8
850746;EOG09260FTH
852537;EOG09260FTO
856745;EOG09260FUZ
853492;EOG09260FWA
852982;EOG09260FX0
850588;EOG09260FY6
855271;EOG09260FZZ
856801;EOG09260G1R
854744;EOG09260G1R
851957;EOG09260G3O
852587;EOG09260G6U
853375;EOG09260G6U
851543;EOG09260GB1
851286;EOG09260GB1
854867;EOG09260GEB
851326;EOG09260GEB
855834;EOG09260GF5
856099;EOG09260GFL
855310;EOG09260GI7
855860;EOG09260GIX
851824;EOG09260GKG
853552;EOG09260GOF
854979;EOG09260GQI
850734;EOG09260GR8
850639;EOG09260GSV
853683;EOG09260GXQ
855356;EOG09260H3G
852351;EOG09260H68
855711;EOG09260H68
854713;EOG09260H68
855126;EOG09260H6E
855448;EOG09260H81
852077;EOG09260H8F
852101;EOG09260H8F
854053;EOG09260H8F
850601;EOG09260HB3
853347;EOG09260HB3
853899;EOG09260HB3
852622;EOG09260HB3
850781;EOG09260HCY
852597;EOG09260HCY
854076;EOG09260HIO
851061;EOG09260HMA
850840;EOG09260HS3
853816;EOG09260HSB
854663;EOG09260HSP
853438;EOG09260HU0
853333;EOG09260HU0
856520;EOG09260HU5
856933;EOG09260HXE
852726;EOG09260HY2
853351;EOG09260I06
852382;EOG09260I3R
851172;EOG09260I62
852214;EOG09260I62
855088;EOG09260I7A
856846;EOG09260I7M
854024;EOG09260IAH
854824;EOG09260IBT
852876;EOG09260IIM
856071;EOG09260IIM
851367;EOG09260INU
854343;EOG09260IOI
854333;EOG09260IOI
852744;EOG09260ITZ
855885;EOG09260ITZ
852610;EOG09260IU8
855217;EOG09260IUC
851483;EOG09260J4V
853608;EOG09260J53
855483;EOG09260J8F
851521;EOG09260J97
850672;EOG09260JAI
850633;EOG09260JBL
851845;EOG09260JBL
854182;EOG09260JDM
856422;EOG09260JED
854795;EOG09260JG2
850552;EOG09260JHM
856807;EOG09260JJ2
853724;EOG09260JJW
851738;EOG09260JK3
851887;EOG09260JKR
855331;EOG09260JNY
851100;EOG09260JO5
853789;EOG09260JPV
855454;EOG09260JSF
851014;EOG09260JSF
854253;EOG09260JSG
852673;EOG09260JT9
855429;EOG09260JTZ
855013;EOG09260JVN
852031;EOG09260K0L
855236;EOG09260K1D
854543;EOG09260K24
851975;EOG09260K27
851075;EOG09260K29
852992;EOG09260K4B
852665;EOG09260K4V
854742;EOG09260K5F
851462;EOG09260K77
851210;EOG09260K77
854499;EOG09260K77
851464;EOG09260K77
853113;EOG09260K77
855687;EOG09260KCB
853155;EOG09260KCN
855245;EOG09260KCN
853441;EOG09260KCW
853690;EOG09260KDB
855299;EOG09260KE2
854070;EOG09260KGN
855308;EOG09260KGN
853834;EOG09260KGS
854765;EOG09260KIY
852740;EOG09260KJ2
853727;EOG09260KM4
855140;EOG09260KM4
855275;EOG09260KNI
853894;EOG09260KNR
854386;EOG09260KUC
855395;EOG09260KWP
856588;EOG09260KZC
850544;EOG09260L0P
856088;EOG09260L0P
852423;EOG09260L2B
851646;EOG09260L2B
855303;EOG09260L2B
854872;EOG09260L2B
852502;EOG09260L2C
856825;EOG09260LBU
853285;EOG09260LDI
856453;EOG09260LHD
856451;EOG09260LHD
850454;EOG09260LI6
855465;EOG09260LJ8
853495;EOG09260LJK
856577;EOG09260LJU
855597;EOG09260LJU
851598;EOG09260LPK
851925;EOG09260LRX
851272;EOG09260LS9
855026;EOG09260LVD
853607;EOG09260LXN
853783;EOG09260LZ7
850587;EOG09260LZB
855894;EOG09260M0I
856655;EOG09260M44
854091;EOG09260M6J
851102;EOG09260M87
850806;EOG09260MBW
853396;EOG09260MCJ
855405;EOG09260MFC
852497;EOG09260MG4
852878;EOG09260ML1
856133;EOG09260MM0
852584;EOG09260MNB
852857;EOG09260MNR
853283;EOG09260MRB
851680;EOG09260MRB
854156;EOG09260MRU
852847;EOG09260MYT
850630;EOG09260N08
855102;EOG09260N2T
851364;EOG09260N53
851809;EOG09260N99
850920;EOG09260N99
856207;EOG09260N9I
855195;EOG09260N9Y
850760;EOG09260NAN
852372;EOG09260NC6
856914;EOG09260NCC
855920;EOG09260NE0
855258;EOG09260NHB
852169;EOG09260NHN
854735;EOG09260NJW
852960;EOG09260NKE
854183;EOG09260NKE
850578;EOG09260NKE
856098;EOG09260NL7
852411;EOG09260NNR
850784;EOG09260NQE
851337;EOG09260NWN
854999;EOG09260NXC
853226;EOG09260NXJ
852618;EOG09260NY2
854163;EOG09260NZ8
855252;EOG09260O42
852012;EOG09260O4E
856612;EOG09260O6A
855130;EOG09260O6A
853733;EOG09260O6A
852547;EOG09260O6H
854480;EOG09260O6H
852032;EOG09260O7R
851482;EOG09260OCI
850949;EOG09260OE9
853353;EOG09260OEV
852269;EOG09260OFV
852606;EOG09260OGE
850879;EOG09260OHH
851697;EOG09260OJY
855630;EOG09260OLB
850561;EOG09260OM6
850743;EOG09260OM8
852612;EOG09260OQ8
854841;EOG09260OWN
855301;EOG09260OZU
856478;EOG09260P2K
853110;EOG09260P3Q
856799;EOG09260P5R
853898;EOG09260P6C
853346;EOG09260P6C
855786;EOG09260PA2
856182;EOG09260PA2
850838;EOG09260PA2
856734;EOG09260PES
853635;EOG09260PFR
853522;EOG09260PFR
854143;EOG09260PFV
855155;EOG09260PI1
856909;EOG09260PIJ
851580;EOG09260PJ9
851569;EOG09260PN4
851716;EOG09260POU
855611;EOG09260PSW
852539;EOG09260PSW
853658;EOG09260PT9
850686;EOG09260PU3
853870;EOG09260PU3
852578;EOG09260PZQ
853385;EOG09260PZS
852526;EOG09260Q00
851857;EOG09260Q1F
854199;EOG09260Q1F
856705;EOG09260Q1J
854500;EOG09260Q3L
855962;EOG09260Q5O
854408;EOG09260Q5O
855927;EOG09260Q6K
854430;EOG09260Q6K
854106;EOG09260Q7B
851725;EOG09260QAD
850824;EOG09260QAD
855047;EOG09260QBL
851113;EOG09260QH9
851431;EOG09260QH9
852311;EOG09260QIZ
852363;EOG09260QJF
854187;EOG09260QK3
853384;EOG09260QKJ
854243;EOG09260QM3
855665;EOG09260QNB
856576;EOG09260QPO
850599;EOG09260QRV
850312;EOG09260QVP
851214;EOG09260QVQ
850399;EOG09260QXH
856849;EOG09260QXR
855768;EOG09260QY7
853165;EOG09260QYC
851423;EOG09260R1U
854553;EOG09260R79
854786;EOG09260R84
853990;EOG09260R8X
850494;EOG09260R8X
853801;EOG09260R8X
850627;EOG09260R9L
852258;EOG09260RA8
856680;EOG09260RA8
856130;EOG09260RA8
850980;EOG09260RA8
852501;EOG09260RA8
854965;EOG09260RBE
853961;EOG09260RDB
856732;EOG09260RDB
855745;EOG09260RDB
852757;EOG09260RDB
852398;EOG09260RER
850641;EOG09260REY
853300;EOG09260REY
856188;EOG09260RF0
852414;EOG09260RF0
852477;EOG09260RGH
855223;EOG09260RNZ
852678;EOG09260ROS
856869;EOG09260ROS
850826;EOG09260RQE
850983;EOG09260RRC
852259;EOG09260RRN
851797;EOG09260RS7
856111;EOG09260RU6
855596;EOG09260RVQ
852119;EOG09260RWO
853760;EOG09260RWO
850334;EOG09260RWO
851145;EOG09260RYV
853634;EOG09260RZH
853524;EOG09260RZH
856254;EOG09260S2Z
852643;EOG09260S3B
850440;EOG09260S3L
853846;EOG09260S5R
853902;EOG09260S84
852431;EOG09260SAH
855633;EOG09260SCK
853167;EOG09260SFI
856604;EOG09260SI7
856470;EOG09260SIZ
852110;EOG09260SJ7
851125;EOG09260SJV
855316;EOG09260SK3
852875;EOG09260SL3
854678;EOG09260SR2
853757;EOG09260SRF
855109;EOG09260SRF
852732;EOG09260SRV
853352;EOG09260STT
850822;EOG09260SVP
851825;EOG09260SWD
852271;EOG09260SXQ
853941;EOG09260SXQ
853390;EOG09260SYM
854363;EOG09260SZX
855463;EOG09260T0F
850736;EOG09260T0H
851623;EOG09260T23
853287;EOG09260T28
855906;EOG09260T4S
854097;EOG09260T9E
854941;EOG09260TAG
856426;EOG09260TAG
854812;EOG09260TBV
850292;EOG09260TDF
850458;EOG09260TDF
850292;EOG09260TDF
851933;EOG09260TDY
853513;EOG09260TFD
852766;EOG09260THV
853160;EOG09260TLW
851952;EOG09260TPA
855500;EOG09260TPT
852212;EOG09260TTE
856835;EOG09260TTE
850808;EOG09260TUR
853181;EOG09260TUT
853976;EOG09260TUZ
852862;EOG09260TVA
851564;EOG09260TWS
852286;EOG09260TWS
850403;EOG09260TYF
853241;EOG09260TYF
855747;EOG09260TYF
854874;EOG09260U0I
852667;EOG09260U30
851485;EOG09260U4I
852275;EOG09260U6R
851838;EOG09260U6U
852305;EOG09260U8J
852468;EOG09260UA2
851909;EOG09260UDM
851306;EOG09260UFU
851378;EOG09260UIJ
852735;EOG09260UJK
855806;EOG09260ULY
854929;EOG09260ULY
855318;EOG09260ULY
855805;EOG09260ULY
853221;EOG09260UM2
852728;EOG09260UVS
855403;EOG09260UXC
853978;EOG09260UXE
856350;EOG09260UXE
850678;EOG09260UXE
853979;EOG09260UXE
855443;EOG09260UY7
850884;EOG09260UY7
853436;EOG09260UY7
854697;EOG09260UY8
855678;EOG09260UY8
856498;EOG09260UY8
853112;EOG09260V0I
852453;EOG09260V0V
851641;EOG09260V1B
856887;EOG09260V1B
850304;EOG09260V5Q
851696;EOG09260V6N
856895;EOG09260V8Q
856278;EOG09260VCG
850958;EOG09260VDW
851924;EOG09260VEY
853177;EOG09260VHV
856764;EOG09260VL5
851285;EOG09260VNQ
853218;EOG09260VP6
856324;EOG09260VP6
856009;EOG09260VPU
852562;EOG09260VSF
852736;EOG09260VSV
850749;EOG09260VTA
855387;EOG09260VTN
853871;EOG09260VYK
853636;EOG09260W1G
855083;EOG09260W52
851686;EOG09260W8D
853252;EOG09260W9L
856311;EOG09260WA1
850722;EOG09260WA8
855496;EOG09260WC0
851591;EOG09260WCZ
852053;EOG09260WFF
855509;EOG09260WG2
851212;EOG09260WGT
854495;EOG09260WJR
854808;EOG09260WJR
855288;EOG09260WJR
851663;EOG09260WNP
853756;EOG09260WTD
855110;EOG09260WTD
855272;EOG09260WU5
852180;EOG09260WU6
854912;EOG09260WUA
850863;EOG09260WUS
855154;EOG09260WW9
850569;EOG09260WXH
850962;EOG09260WXH
853371;EOG09260WXN
854339;EOG09260WYQ
856309;EOG09260X3U
853071;EOG09260X4C
852833;EOG09260X4C
854000;EOG09260X4Y
855238;EOG09260X84
851018;EOG09260X84
854670;EOG09260X84
854040;EOG09260X84
852329;EOG09260XC9
853363;EOG09260XDK
853888;EOG09260XDK
854124;EOG09260XH5
850369;EOG09260XHP
850935;EOG09260XL0
853434;EOG09260XLY
856514;EOG09260XMI
852858;EOG09260XOG
851202;EOG09260XQ0
852060;EOG09260XQ9
856063;EOG09260XQV
852246;EOG09260XSR
852764;EOG09260Y00
854924;EOG09260Y1S
855322;EOG09260Y1S
854560;EOG09260Y1S
856223;EOG09260Y2Q
854883;EOG09260Y5R
854080;EOG09260Y96
852697;EOG09260YG8
853356;EOG09260YGJ
850653;EOG09260YGZ
851245;EOG09260YHU
850846;EOG09260YHU
851942;EOG09260YJQ
856491;EOG09260YJQ
856196;EOG09260YKK
856755;EOG09260YM6
851324;EOG09260YM7
853419;EOG09260YMF
852086;EOG09260YNX
854184;EOG09260YNX
854773;EOG09260YS9
856186;EOG09260YS9
852768;EOG09260YSK
854441;EOG09260YSR
855538;EOG09260YSR
851312;EOG09260YSR
851536;EOG09260YSR
852517;EOG09260YUU
852820;EOG09260YUU
852579;EOG09260Z2N
855724;EOG09260Z2U
853982;EOG09260Z3H
851634;EOG09260Z3X
854331;EOG09260Z5E
854305;EOG09260Z6O
856832;EOG09260Z70
852218;EOG09260Z70
854737;EOG09260Z9N
851607;EOG09260Z9W
855651;EOG09260Z9W
850521;EOG09260ZD4
856923;EOG09260ZEH
851700;EOG09260ZEI
850785;EOG09260ZEI
851440;EOG09260ZFC
856775;EOG09260ZG2
855907;EOG09260ZHI
851216;EOG09260ZLN
854111;EOG09260ZLN
851328;EOG09260ZW7
850372;EOG09260ZWT
856918;EOG09260ZWU
850405;EOG09260ZX3
850291;EOG09260ZX3
854032;EOG09260ZYU
855605;EOG09260ZZC
856220;EOG0926102Z
853170;EOG09261031
855080;EOG0926103V
850502;EOG0926103V
852710;EOG0926105I
856117;EOG0926105I
854698;EOG09261062
852713;EOG09261072
852365;EOG09261072
853590;EOG0926109W
854571;EOG092610AJ
855852;EOG092610AJ
855851;EOG092610AJ
854716;EOG092610B2
854738;EOG092610EO
853292;EOG092610IB
855742;EOG092610KH
856473;EOG092610LP
851533;EOG092610LQ
854535;EOG092610PN
856320;EOG092610QT
850835;EOG092610RE
854336;EOG092610TN
855158;EOG092610VI
854133;EOG092610VJ
851196;EOG092610ZY
851665;EOG09261127
852371;EOG0926112A
856268;EOG09261145
853025;EOG09261145
852592;EOG0926115P
851561;EOG0926115V
854195;EOG0926116N
851371;EOG0926119C
850301;EOG092611BY
851902;EOG092611FB
854780;EOG092611FI
855474;EOG092611G7
856690;EOG092611H2
854869;EOG092611HB
851775;EOG092611MO
856263;EOG092611O1
854008;EOG092611Y3
853214;EOG092611Y3
853209;EOG092611Y3
852602;EOG092611Y3
853235;EOG092611Y3
853235;EOG092611Y3
853204;EOG092611Y3
851342;EOG09261225
850766;EOG0926124D
854676;EOG0926126H
853224;EOG0926126H
853938;EOG0926126K
855800;EOG0926126K
856084;EOG09261290
852752;EOG09261290
850793;EOG0926129I
853423;EOG092612AK
851041;EOG092612CC
855076;EOG092612EC
854444;EOG092612EC
856423;EOG092612F7
854394;EOG092612F7
856100;EOG092612FE
851658;EOG092612I6
853359;EOG092612J3
855068;EOG092612LP
850919;EOG092612MX
850628;EOG092612MY
856524;EOG092612O3
855720;EOG092612P2
853710;EOG092612QT
855622;EOG092612QT
851820;EOG092612SR
853309;EOG092612V1
851632;EOG092612XD
851577;EOG092612XH
855321;EOG09261311
854371;EOG0926131E
853784;EOG09261321
853267;EOG0926132R
851249;EOG0926133I
856509;EOG0926135W
854801;EOG09261360
850941;EOG0926137U
852303;EOG092613A3
853253;EOG092613A3
854034;EOG092613HT
855417;EOG092613HT
856737;EOG092613L3
855114;EOG092613L3
853418;EOG092613NA
851259;EOG092613NA
850636;EOG092613NA
852203;EOG092613NA
856840;EOG092613NA
851787;EOG092613O5
850934;EOG092613O5
853161;EOG092613QA
850539;EOG092613QV
856796;EOG092613QV
855348;EOG092613R2
856571;EOG092613S3
855228;EOG092613UB
855149;EOG092613WI
850715;EOG092613WI
854568;EOG092613Y0
856583;EOG092613ZW
855135;EOG092613ZX
852276;EOG09261404
850572;EOG0926140N
854134;EOG0926140N
851707;EOG0926140Q
852945;EOG0926142H
855277;EOG0926142Y
854475;EOG0926142Y
853854;EOG09261453
850510;EOG0926146A
852373;EOG09261476
855804;EOG0926147L
850836;EOG0926147L
853497;EOG092614AQ
856077;EOG092614DJ
856758;EOG092614E6
853930;EOG092614IW
855673;EOG092614JE
854552;EOG092614JH
854936;EOG092614N0
854818;EOG092614O9
850744;EOG092614UB
851908;EOG092614UE
853144;EOG092614YH
856376;EOG092614ZG
855561;EOG0926158N
854162;EOG0926158Y
856430;EOG092615A8
855300;EOG092615AI
851406;EOG092615CC
852461;EOG092615CX
853668;EOG092615D7
853553;EOG092615D9
856155;EOG092615D9
851269;EOG092615F0
851268;EOG092615F0
852279;EOG092615F0
852298;EOG092615F0
852280;EOG092615F0
852299;EOG092615F0
852174;EOG092615F0
852175;EOG092615F0
850339;EOG092615F0
850340;EOG092615F0
851675;EOG092615F0
851795;EOG092615F0
851794;EOG092615F0
851674;EOG092615F0
851913;EOG092615F0
851914;EOG092615F0
851852;EOG092615F0
851971;EOG092615F0
851599;EOG092615F0
851792;EOG092615F0
851793;EOG092615F0
851850;EOG092615F0
851851;EOG092615F0
851913;EOG092615F0
856879;EOG092615F0
856906;EOG092615F0
850547;EOG092615F0
850548;EOG092615F0
852929;EOG092615F0
851913;EOG092615F0
852913;EOG092615F0
852928;EOG092615F0
853068;EOG092615F0
850547;EOG092615F0
850548;EOG092615F0
856624;EOG092615F0
856623;EOG092615F0
856380;EOG092615F0
850926;EOG092615F0
853484;EOG092615F0
853486;EOG092615F0
851913;EOG092615F0
850853;EOG092615F0
850926;EOG092615F0
850927;EOG092615F0
850959;EOG092615F0
851128;EOG092615F0
854963;EOG092615F0
850926;EOG092615F0
854969;EOG092615F0
854962;EOG092615F0
855063;EOG092615F0
855062;EOG092615F0
851913;EOG092615F0
855070;EOG092615F0
855434;EOG092615F0
855672;EOG092615F0
855671;EOG092615F0
855433;EOG092615F0
854048;EOG092615F0
854049;EOG092615F0
854312;EOG092615F0
854313;EOG092615F0
854365;EOG092615F0
854522;EOG092615F0
855817;EOG092615F0
851269;EOG092615F0
856257;EOG092615F0
854312;EOG092615F0
856283;EOG092615F0
856285;EOG092615F0
856284;EOG092615F0
850333;EOG092615GW
850489;EOG092615GW
852429;EOG092615GW
855451;EOG092615GW
852360;EOG092615GW
851616;EOG092615GW
856646;EOG092615GW
855863;EOG092615GW
853912;EOG092615GW
852121;EOG092615GW
853104;EOG092615GW
855453;EOG092615GW
850665;EOG092615GW
854530;EOG092615GW
855854;EOG092615GW
852361;EOG092615GW
854139;EOG092615GW
855203;EOG092615IE
850532;EOG092615IF
856362;EOG092615KE
851744;EOG092615O8
856436;EOG092615OP
853818;EOG092615QI
851789;EOG092615SH
855423;EOG092615SL
854037;EOG092615SL
851499;EOG092615SM
851889;EOG092615SU
856601;EOG092615Y4
852599;EOG092615ZR
851098;EOG09261635
850648;EOG0926163G
850707;EOG0926163G
855535;EOG0926165O
853734;EOG09261660
851414;EOG09261666
853839;EOG0926166C
851503;EOG092616A8
854302;EOG092616E1
851997;EOG092616E1
852194;EOG092616I0
850495;EOG092616JF
854007;EOG092616L5
853878;EOG092616NU
851132;EOG092616PN
853648;EOG092616PN
851131;EOG092616PN
855357;EOG092616QN
850396;EOG092616VO
856554;EOG092616VT
853136;EOG092616VT
853709;EOG092616WP
853405;EOG092616WP
852467;EOG092616YZ
855998;EOG092616YZ
855708;EOG09261727
850534;EOG0926174R
854960;EOG0926177F
855884;EOG092617AN
853031;EOG092617D0
852557;EOG092617G7
855186;EOG092617GB
852738;EOG092617HW
851246;EOG092617HW
855880;EOG092617HW
854548;EOG092617HW
853594;EOG092617P9
850668;EOG092617P9
854892;EOG092617P9
851369;EOG092617RN
855512;EOG092617RN
855328;EOG092617RY
853852;EOG092617S2
853504;EOG092617SA
852107;EOG092617TQ
852640;EOG092617VF
854166;EOG092617VR
853723;EOG092617XV
853461;EOG092617XV
855006;EOG092617Y9
852616;EOG092617ZO
852785;EOG092617ZO
854562;EOG092617ZV
852028;EOG09261801
856609;EOG0926180G
855619;EOG0926181J
854275;EOG0926181J
853503;EOG0926182Y
856682;EOG0926182Y
851084;EOG0926182Y
852050;EOG0926186K
853954;EOG09261898
851985;EOG092618BZ
854294;EOG092618BZ
852308;EOG092618DY
851572;EOG092618DY
855879;EOG092618J9
853972;EOG092618JS
856143;EOG092618M2
856367;EOG092618SH
856432;EOG092618SX
854656;EOG092618UZ
